술이름,기준가_TWD,정가_TWD,환율_TWDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
百富 Tun 1509 蘇格蘭斯佩賽單一麥芽威士忌Batch 6  50.4% 0.7L,12500,13158,47.9489,599361,1531679,1276399,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=17875,할인중(會員價)
百富故事系列: 14年泥煤週單一麥芽威士忌 48.3% 0.7L,2400,2526,47.9489,115077,294082,245068,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=15462,할인중(會員價)
百富故事系列: 12年糖心橡木單一麥芽威士忌 43% 0.7L,1559,1641,47.9489,74752,191030,159192,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=15461,할인중(會員價)
百富21年單一麥芽蘇格蘭威士忌 43% 0.7L,6031,6348,47.9489,289180,739005,615838,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=212,할인중(會員價)
百富14年加勒比海蘭姆酒桶單一麥芽蘇格蘭威士忌 43% 0.7L,2039,2146,47.9489,97768,249848,208207,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=208,할인중(會員價)
百富12年單一麥芽蘇格蘭威士忌 40% 0.7L,1465,1542,47.9489,70245,179513,149594,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=207,할인중(會員價)
格蘭菲迪12年天使雪莉單一麥芽威士忌禮盒,969,1020,47.9489,46462,118735,98945,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=18480,할인중(會員價)
"格蘭菲迪23年法國葡萄酒桶 700ml 40%, Glenfiddich Grand Cru 23 Year Old Whisky 700ml 40%",7370,7758,47.9489,353383,903077,752564,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=18478,할인중(會員價)
格蘭菲迪22年雪莉酒桶單一麥芽蘇格蘭威士忌 44.3% 0.7L,5729,6031,47.9489,274699,701999,584999,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=16862,할인중(會員價)
"英國格蘭菲迪30年蘇格蘭單一麥芽威士忌 0.7L 43%,Glenfiddich 30YO  GBX 0.7L 43%",20500,21579,47.9489,982952,2511953,2093295,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=16712,할인중(會員價)
格蘭菲迪12年天使雪莉桶單一麥芽威士忌 43% 0.7L,970,1021,47.9489,46510,118857,99048,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=16268,할인중(會員價)
格蘭菲迪18年單一麥芽威士忌 40% 0.7L,1949,2052,47.9489,93452,238818,199015,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1756,할인중(會員價)
格蘭菲迪15年單一麥芽威士忌 40% 0.7L,1239,1304,47.9489,59409,151821,126517,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1754,할인중(會員價)
格蘭菲迪12年單一麥芽威士忌 40% 0.7L,929,978,47.9489,44545,113836,94863,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1753,할인중(會員價)
麥卡倫Harmony Collection 阿拉比卡之旅 單一麥芽威士忌 44% 6X0.7L,5320,5600,47.9489,255088,651882,543235,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=18979,할인중(會員價)
麥卡倫雙桶12年單一麥芽蘇格蘭威士忌 40% 0.7L,1631,1717,47.9489,78205,199854,166545,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=3320,할인중(會員價)
麥卡倫25年單一純麥蘇格蘭威士忌 43% 0.7L,68500,72105,47.9489,3284500,8393605,6994671,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1291,할인중(會員價)
麥卡倫18年SO單一純麥蘇格蘭威士忌 43% 0.7L,12800,13474,47.9489,613746,1568440,1307033,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1290,할인중(會員價)
麥卡倫12年雪莉桶單一純麥威士忌 40% 0.7L,2368,2493,47.9489,113543,290161,241801,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1289,할인중(會員價)
