술이름,기준가_TWD,정가_TWD,환율_TWDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
艾樂奇 11年原酒 2023台灣限定版,3980.0,4380.0,47.9489,190837,487688,406406,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-11年原酒-2023台灣限定版-glenallachie-11y-oloroso-chinquaoin-and-bourbon-wood-finish-cask-strength-exclusive-for-taiwan,할인중
班瑞克 16年,1650.0,2150.0,47.9489,79116,202183,168485,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克-16年-the-benriach-16y-single-malt-scotch-whisky,할인중
亞伯樂 16年雙桶,2300.0,2600.0,47.9489,110282,281828,234857,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/亞伯樂-16年雙桶-aberlour-16y-double-cask-matured-single-malt-scotch-whisky,할인중
赫文 第谷之星 單一麥芽威士忌,1800.0,2100.0,47.9489,86308,220562,183802,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/赫文-第谷之星單一麥芽威士忌-hven-tycho-s-star-single-malt-whisky,할인중
波摩 18年 大師鉅作系列 Aston Martin 聯名款,5800.0,7300.0,47.9489,278104,710700,592250,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/波摩-18年-大師鉅作系列-aston-martin聯名款-bowmore-x-aston-martin-18y-masters-selection-edition,할인중
百富 25年經典三桶,29500.0,32000.0,47.9489,1414493,3614765,3012304,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11508,할인중
吉拉 桶藝系列 紅酒桶,1080.0,1200.0,47.9489,51785,132338,110281,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/吉拉-桶藝系列-紅酒桶-jura-red-wine-cask-single-malt-scotch-whisky,할인중
百樂門 三次蒸餾2011限量版,1700.0,1850.0,47.9489,81513,208308,173590,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百樂門-三重蒸餾強度桶-2011-benromach-contrasts-triple-distilled,할인중
大摩 璀璨21年,24500.0,27000.0,47.9489,1174748,3002092,2501743,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-璀璨21年-單一麥芽威士忌-dalmore-21y-2022-edition-highland-single-malt-scotch-whisky,할인중
百富 40年 Batch 5 草寫版,265000.0,285000.0,47.9489,12706458,32471608,27059673,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富-40年-batch-5-草寫版-the-balvenie-40y-batch-5,할인중
百富 40年 Batch 4 草寫版,270000.0,290000.0,47.9489,12946203,33084281,27570234,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富-40年-batch-4-草寫版-the-balvenie-40y-batch-4,할인중
約翰走路 金牌珍藏 (1L),1180.0,1499.0,47.9489,56580,144591,120493,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13111,할인중
傑克丹尼 田納西蘋果威士忌利口酒 迷你酒,80.0,100.0,47.9489,3836,9803,8169,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/傑克丹尼-田納西蘋果迷你酒-jack-daniels-tennessee-apple-whiskey-mini-size,할인중
麥卡倫 M BLACK 2022,198000.0,250000.0,47.9489,9493882,24261805,20218171,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-m-black-2022-macallan-m-collection-m-black-2022,할인중
麥卡倫 絢儷系列M 2022,188000.0,193800.0,47.9489,9014393,23036462,19197051,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-絢儷系列m-2022-macallan-master-decantder-series-m-2022,할인중
傑克丹尼 田納西蜂蜜威士忌利口酒 迷你酒,80.0,100.0,47.9489,3836,9803,8169,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/傑克丹尼-田納西蜂蜜-迷你酒-jack-daniels-tennessee-honey-mini-size,할인중
戶河内 8年調和威士忌,1880.0,2000.0,47.9489,90144,230365,191971,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/戶河内-8年調和威士忌-togouchi-8y-japanese-blended-whisky,할인중
櫻尾 單一麥芽威士忌,2650.0,2880.0,47.9489,127065,324717,270598,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/櫻尾-單一麥芽威士忌-sakurao-single-malt-japanese-whisky,할인중
費特肯 18年,5880.0,6300.0,47.9489,281940,720503,600419,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/費特肯-18年-fettercairn-18y,할인중
約翰走路 藍牌 (1L),4990.0,5700.0,47.9489,239265,611446,509539,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-藍牌-johnnie-walker-blue-label,할인중
皇家禮炮 38年,29800.0,38000.0,47.9489,1428877,3651524,3042936,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13004-1,할인중
艾樂奇 9年 精選葡萄萄酒桶特調,2280.0,2500.0,47.9489,109323,279377,232814,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-9年-精選葡萄萄酒桶特調-glenallachie-9y-cuvee-cask-finish-speyside-single-malt-scotch-whisky,할인중
格蘭哥尼 15年,1799.0,2050.0,47.9489,86260,220439,183699,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-15年-glengoyne-15y-highland-single-malt-scotch-whisky,할인중
撒旦 肉桂威士忌利口酒,650.0,720.0,47.9489,31167,79648,66373,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m25401,할인중
坦杜 限量批次雪莉桶原酒 NO.7,4200.0,4500.0,47.9489,201385,514643,428869,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-限量批次雪莉桶原酒-no-7-tamdhu-batch-strength-no-7-limited-release-speyside-single-malt-scotch-whisky,할인중
卡斯可 2000 Dumbarton 單桶蘇格蘭威士忌原酒,6800.0,7000.0,47.9489,326053,833235,694362,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/卡斯可-2000-dumbarton-單桶蘇格蘭威士忌原酒-cask-thistle-2000-dumbarton-single-cask-release-single-grain-scotch-whisky,할인중
克里尼基 12年限量原酒 金眸豹貓 (帝亞吉歐2022臻選系列),5950.0,6500.0,47.9489,285296,729080,607566,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/克里尼基-12年限量原酒-金眸豹貓-帝亞吉歐2022臻選系列-clynelish-12y-diageo-special-releases-2022,할인중
蘇格登 15年限量原酒 至日女巫 (帝亞吉歐2022臻選系列),3780.0,4000.0,47.9489,181247,463180,385984,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-15年限量原酒-帝亞吉歐2022臻選系列-the-singleton-15y-diageo-special-releases-2022,할인중
慕赫 限量原酒 血月夜梟 (帝亞吉歐2022臻選系列),8800.0,9500.0,47.9489,421950,1078302,898585,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫-限量原酒-帝亞吉歐2022臻選系列-morttlach-diageo-special-releases-2022,할인중
歐本 10年限量原酒 極光聖使 (帝亞吉歐2022臻選系列),3880.0,4200.0,47.9489,186042,475434,396195,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/歐本-10年限量原酒-帝亞吉歐2022臻選系列-oban-10y-diageo-special-releases-2022,할인중
卡杜 16年限量原酒 曜岩仙境 (帝亞吉歐2022臻選系列),5880.0,6400.0,47.9489,281940,720503,600419,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/卡杜-16年限量原酒-帝亞吉歐2022臻選系列-cardhu-16y-diageo-special-releases-2022,할인중
泰斯卡 11年限量原酒 深海燦光 (帝亞吉歐2022臻選系列),3500.0,3850.0,47.9489,167821,428870,357392,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/泰斯卡-11年限量原酒-深海燦光-帝亞吉歐2022臻選系列-talisker-11y-diageo-special-releases-2022,할인중
帝亞吉歐 2022年度原酒臻選系列套組 神話再現,48000.0,52000.0,47.9489,2301547,5881649,4901374,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝亞吉歐-2022年度原酒臻選系列-無盡傳說2-神話再現-diageo-special-releases-2022-elusive-expressions,할인중
塔木嶺 玩桶系列 白蘇維濃葡萄酒桶,699.0,980.0,47.9489,33516,85651,71376,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/塔木嶺-白蘇維濃葡萄酒桶-tamnavulin-white-wine-cask-edition-sauvignon-blanc-casks,할인중
巴素海頓 波本威士忌 (1L),1400.0,1540.0,47.9489,67128,171547,142956,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/巴素海頓-波本威士忌-1l-basil-haydens-bourbon-whiskey-1l,할인중
艾樂奇 21年 原酒裝瓶核心系列 第三批次,20800.0,24000.0,47.9489,997337,2548715,2123929,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-21年-原酒裝瓶核心系列-第三批次-glenallachie-21y-billy-walker-master-distiller-batch-number-three,할인중
格蘭冠 輕雪莉威士忌,1000.0,1090.0,47.9489,47949,122535,102112,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭冠-輕雪莉威士忌-the-glen-grant-arboralis-rothes-speyside-single-malt-scotch-whisky,할인중
格蘭冠 12年,1050.0,1250.0,47.9489,50346,128660,107217,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭冠-12年-the-glen-grant-12y-rothes-speyside-single-malt-scotch-whisky,할인중
響 櫻花 2022限定版,8900.0,9800.0,47.9489,426745,1090555,908796,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/響-櫻花-2022限定版-suntory-hibiki-japanese-blossom-harmony-2022-limited-edition,할인중
蘇魔克 龍舌蘭風味桶,1450.0,1580.0,47.9489,69526,177675,148063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇魔克-龍舌蘭風味桶-smokehead-tequila-cask-terminado-islay-single-malt-scotch-whisky,할인중
格蘭傑 14年波特桶 2023新包裝,1320.0,1480.0,47.9489,63293,161747,134789,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭傑-14年波特桶-2023新包裝-glenmorangie-quinta-ruban-14y,할인중
高原騎士 黑劍,4700.0,5500.0,47.9489,225360,575912,479927,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-sigurd黑劍-highland-park-sigurd,할인중
亞伯樂 18年雙桶,3799.0,4200.0,47.9489,182158,465508,387924,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/亞伯樂-18年-2022新包裝-aberlour-18y-single-malt-scotch-whisky-2022,할인중
坦杜 兔年生肖版 亞洲獨家限量版雪莉桶批次原酒,2980.0,3600.0,47.9489,142888,365153,304294,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-兔年生肖版-亞洲獨家限量版雪莉桶批次原酒-tamdbu-year-of-the-rabbit-speyside-sherry-cask-batch-strength-single-malt-scotch-whisky,할인중
白色石楠花系列 21年,4999.0,6800.0,47.9489,239697,612550,510459,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/白色石楠花系列-21年-white-heater-21y-blended-scotch-whisky,할인중
MacNair's Lum Reek 21年泥煤款純麥威士忌,3999.0,5500.0,47.9489,191748,490016,408347,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/macnairs-lum-reek-21年泥煤款純麥威士忌-macnairs-lum-reek-21y-blended-scotch-malt-whisky,할인중
MacNair's Lum Reek 12年泥煤款純麥威士忌,1850.0,2300.0,47.9489,88705,226687,188906,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/macnairs-lum-reek-12年泥煤款純麥威士忌-macnairs-lum-reek-12y-blended-scotch-malt-whisky,할인중
麥卡倫 阿拉比卡之旅,4900.0,5500.0,47.9489,234950,600419,500350,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-阿拉比卡之旅-the-harmony-collection-arabica,할인중
格蘭花格 福爾摩沙精選第三批次 2022年度臻選限量典藏組,85800.0,90300.0,47.9489,4114016,10513450,8761208,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-福爾摩沙精選第三批次-2022年度臻選限量典藏組-glenfarclas-formosa-edition,할인중
格蘭花格 福爾摩沙精選第三批次 1991#5680 單桶原酒,23800.0,26000.0,47.9489,1141184,2916319,2430265,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-福爾摩沙精選第三批次-1991-5680-單桶原酒-glenfarclas-formosa-edition-single-cask-1991-5680,할인중
格蘭花格 福爾摩沙精選第三批次 1990#9257 單桶原酒,25800.0,28500.0,47.9489,1237082,3161388,2634490,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-福爾摩沙精選第三批次-1990-9257-單桶原酒-glenfarclas-formosa-edition-single-cask-1990-9257,할인중
格蘭花格 福爾摩沙精選第三批次 1989#13032 單桶原酒,28800.0,32000.0,47.9489,1380928,3528989,2940824,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-福爾摩沙精選第三批次-1989-13032-單桶原酒-glenfarclas-formosa-edition-single-cask-1989-13032,할인중
白色石楠花系列 15年,1999.0,2480.0,47.9489,95850,244947,204122,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/白色石楠花系列-15年-蘇格蘭調和威士忌-white-heater-15y-blended-scotch-whisky,할인중
約翰走路 藍牌 幽靈第五版,7990.0,10400.0,47.9489,383112,979050,815875,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-藍牌-幽靈第五版-johnnie-walker-blue-label-ghost-and-rare-no5-port-dunads,할인중
道格拉斯蘭恩 黃金鼠12年 蘇格蘭調和麥芽威士忌,2250.0,2600.0,47.9489,107885,275702,229752,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/道格拉斯蘭恩-黃金鼠12年-2023春節禮盒-douglas-laing-timorous-beastie-2023-chinese-new-year-gift-set,할인중
格蘭哥尼 傳奇系列第三章,1950.0,2200.0,47.9489,93500,238941,199118,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-傳奇-第三章-glengoyne-legacy-series-chapter-3,할인중
格蘭多納 GRANDEUR系列 28年 BATCH 11,42000.0,48000.0,47.9489,2013854,5146444,4288703,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-grandeur-28年-batch-11-glendronach-grandeur-28y-batch-11,할인중
道格拉斯蘭恩 泥煤哥 聖誕限量版,1950.0,2310.0,47.9489,93500,238941,199118,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/道格拉斯蘭恩-泥煤哥-2022聖誕限量版-douglas-laing-big-peat-christmas-2022-islay-blended-malt-whisky,할인중
噶瑪蘭 山川首席 葡萄酒風味桶,1350.0,1500.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/噶瑪蘭-山川首席單一麥芽威士忌-葡萄酒風味桶-kavalan-concertmaster-vinho-barrique-finish-single-malt-whisky,할인중
雅柏 黑暗神祕之地,2200.0,2660.0,47.9489,105488,269577,224647,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16305-1,할인중
坦杜 臻橡系列 美國白橡木雪莉桶,4600.0,,47.9489,220565,563658,469715,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-臻橡系列-美國白橡木雪莉桶-tamdhu-quercus-alba-distinction-limited-edition-speyside-sherry-casks-single-malt-scotch-whisky,
歐肯 21年,3699.0,4300.0,47.9489,177363,453255,377712,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14803,할인중
雅柏 特超新星 委員會限定版,15800.0,16800.0,47.9489,757593,1936044,1613370,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏-特超新星-委員會版-ardbeg-hypernova,할인중
艾樂奇 11年 茶色波特桶 亞洲限定版原酒,3800.0,4500.0,47.9489,182206,465631,388026,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-11年茶色波特酒桶過桶-亞洲限定版原酒-glenallachie-11y-tawny-port-wood-finish-cask-strength-speyside-single-malt-scotch-whisky,할인중
艾樂奇 4年煙燻泥煤原酒 Billy Walker 50週年紀念款,5300.0,8000.0,47.9489,254129,649432,541193,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-4年煙燻泥煤原酒-billy-walker-50週年紀念款-glenallachie-4y-future-edition-first-peated-distillation-billy-walker-50th-anniversary-speyside-single-malt-scotch-whisky,할인중
艾樂奇 2011/11年 波特桶單桶原酒 #7460,5500.0,6000.0,47.9489,263719,673939,561616,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-2011-11年波特桶-20-u-su60zp420-wj-3m06r-u3-7460-glenallachie-2011-11y-port-cask-7460-speyside-single-malt-scotch-whisky,할인중
泰斯卡 18年,4850.0,6200.0,47.9489,232552,594291,495243,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10402-1,할인중
穀蘊 雪莉桶 原桶強度 單一穀類威士忌,3000.0,3300.0,47.9489,143847,367604,306337,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/穀蘊-原桶強度單一穀類威-士忌小麥-雪莉桶-wheat-cask-strength-single-grain-whisky-sherry-casks,할인중
嘉之助蒸餾所 NEW POT (200ml),940.0,1100.0,47.9489,45072,115182,95985,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/嘉之助蒸餾所new-pot威士忌,할인중
醉美珍稀調和原酒 1965/53年,24800.0,26000.0,47.9489,1189133,3038853,2532378,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/醉美珍稀調和原酒53年-whisky-gallery-rare-blended-53y,할인중
格蘭傑 1998,20800.0,22000.0,47.9489,997337,2548715,2123929,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭傑-1998-glenmorangie-grand-vintage-1998,할인중
高原騎士 NO.1+NO.2+NO.3 原酒套組,9999.0,13000.0,47.9489,479441,1225221,1021018,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-第三版原酒-highland-park-cask-strength-release-no-3,할인중
艾樂奇 15年,2380.0,2800.0,47.9489,114118,291631,243026,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-15年-glenallachie-15y-speyside-single-malt-scotch-whisky,할인중
皇家禮炮 30年 王者之鑰,10500.0,13300.0,47.9489,503463,1286610,1072175,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-30年-王者之鑰-royal-salute-30y-key-to-the-kingdom,할인중
波摩 18年,2950.0,3680.0,47.9489,141449,361476,301230,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12404-1,할인중
麥卡倫 CLASSIC CUT 2022,3900.0,4500.0,47.9489,187001,477885,398237,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-classic-cut-2022-the-macallan-classic-cut-2022,할인중
麥卡倫 30年雪莉雙桶 (2022年),135000.0,160000.0,47.9489,6473102,16542142,13785118,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-雪莉雙桶30年-2022年-the-macallan-30y-double-cask-2022,할인중
麥卡倫 30年雪莉桶 (2022年),177000.0,190000.0,47.9489,8486955,21688583,18073819,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-雪莉桶30年-2022年-the-macallan-sherry-oak-30y-2022,할인중
麥卡倫 25年雪莉桶 (2022年),72000.0,80000.0,47.9489,3452321,8822475,7352063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-雪莉桶25年-2022年-the-macallan-25y-2022,할인중
雅柏 19年 第四版,15000.0,16500.0,47.9489,719234,1838017,1531681,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏艾雷-19年-第四批次-ardbeg-traigh-bhan-19y-batch-4,할인중
格蘭利威 12年 (1L),1080.0,1300.0,47.9489,51785,132338,110281,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭利威-12年-1l-glenlivet-12y-single-malt-scotch-whisky,할인중
高原騎士 25年,18500.0,21000.0,47.9489,887055,2266887,1889072,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-25年-highland-park-25y,할인중
大摩 18年,7200.0,8000.0,47.9489,345232,882247,735206,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10603,할인중
翰格俱樂部 穀物威士忌,760.0,830.0,47.9489,36441,93126,77605,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/翰格俱樂部-穀物威士忌-haig-club-single-grain-scotch-whisky,할인중
百富 15年 馬德拉桶,3060.0,3500.0,47.9489,146724,374956,312463,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富-15年-馬德拉桶-balvenie-15y-madeira-cask-single-malt-scotch-whisky,할인중
齊克倫 16年,4250.0,6000.0,47.9489,203783,520772,433976,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊克倫-16年-kilkerran-16y-single-malt-scotch-whisky,할인중
齊克倫 12年,1750.0,2000.0,47.9489,83911,214436,178697,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊克倫-12年-kilkerran-12y-single-malt-scotch-whisky,할인중
約翰走路 黑牌12年 (1L),785.0,850.0,47.9489,37640,96190,80158,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-黑牌12年-1l-johnnie-walker-black-label-12y-1l,할인중
艾樂奇 8年核心系列,1080.0,1250.0,47.9489,51785,132338,110281,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-8年-核心系列-單一麥芽威士忌-glenallachie-8y-from-the-valley-of-the-rocks-speyside-single-malt-scotch-whisky,할인중
高原騎士 18年單桶 #3165,16800.0,18000.0,47.9489,805542,2058579,1715482,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-18年單桶-3165-highland-park-single-cask-18y-3165,할인중
蘇格登 25年 歐版,13950.0,15200.0,47.9489,668887,1709354,1424462,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-25年歐版-the-singleton-25y-dufftown-single-malt-scotch-whisky,할인중
格蘭多納 27年單桶原酒 1991#8024,19800.0,24000.0,47.9489,949388,2426180,2021817,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-27年單桶原酒1991-8024-glendronach-single-cask,할인중
格蘭多納 27年單桶原酒 1991#8025,19800.0,24000.0,47.9489,949388,2426180,2021817,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-27年單桶原酒1991-8025-glendronach-single-cask,할인중
高原騎士 原酒 NO.2,3400.0,4000.0,47.9489,163026,416616,347180,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-原酒-no-2-highland-park-cask-strength-release-no-2,할인중
蘇格登 時光協奏第二樂章 39年原酒,85000.0,88000.0,47.9489,4075656,10415420,8679517,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-時光協奏系列-第二樂章-39年原酒-the-singleton-glen-ord-39y-cask-strength-single-malt-scotch-whisky,할인중
格蘭傑 1996,20800.0,22000.0,47.9489,997337,2548715,2123929,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭傑-1996-glenmorangie-grand-vintage-1996,할인중
齊侯門 單桶原酒 2015#321,3500.0,3800.0,47.9489,167821,428870,357392,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊侯門-單桶原酒-2015-321-kilchoman-100-islay-px-matured-single-cask-2015-321-islay-single-malt-scotch-whisky,할인중
齊侯門 單桶原酒 2013#343,3500.0,3800.0,47.9489,167821,428870,357392,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊侯門-單桶原酒-2013-343-kilchoman-px-sherry-finish-cask-2013-343-islay-single-malt-scotch-whisky,할인중
1776 波本威士忌,1525.0,1780.0,47.9489,73122,186865,155721,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/1776-波本威士忌-james-e-pepper-1776-straight-bourbon-whisky,할인중
歐佛斯特 經典86波本威士忌,650.0,715.0,47.9489,31167,79648,66373,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m02301,할인중
亞伯樂 A' Bunadh Alba 波本桶珍稀原酒,1799.0,2200.0,47.9489,86260,220439,183699,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/亞伯樂-alba-波本桶珍稀原酒-aberlour-a-bunadh-alba-original-cask-strength-matured-in-bourbon-oak-barrels,할인중
格蘭帝 25年,22000.0,24000.0,47.9489,1054876,2695757,2246464,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭帝-25年-glen-scotia-25y-single-malt-scotch-whisky,할인중
百樂門 15年,1950.0,2150.0,47.9489,93500,238941,199118,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百樂門-15年-benromach-15y-speyside-single-malt-scotch-whisky,할인중
蘇格登 醇金13年,1360.0,1680.0,47.9489,65211,166648,138873,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-醇金13年-單一麥芽威士忌-singleton-glen-ord-13y-golden-tresor-sauternes-finish-slow-batch-distilled-single-malt-scotch-whisky,할인중
老酋長 2006炫紫版 限量批次原酒,8800.0,,47.9489,421950,1078302,898585,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/老酋長-原酒系列-2006炫紫版限量批次原酒-chieftains-2006-batch-strength-small-batch-single-malt-scotch-whisky-limited-edition-collection,
歐肯 白蘇維濃桶,1399.0,1530.0,47.9489,67081,171427,142856,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/歐肯特軒-白蘇維濃桶威士忌-auchentoshan-sauvignon-blanc-finish-single-malt-whisky,할인중
泰斯卡 X系列 44年限量原酒,148000.0,,47.9489,7096437,18135087,15112572,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/泰斯卡-x系列-44年限量原酒-talisker-44y-forests-of-the-deep-marine-charred-casks-single-malt-scotch-whisky,
格蘭利威 13年雪莉桶,1980.0,2200.0,47.9489,94939,242619,202182,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13809,할인중
格蘭花格 紅門窖藏原酒系列 2005,3780.0,4300.0,47.9489,181247,463180,385984,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-紅門窖藏原酒系列-2005-glenfarclas-warehouse-select-cask-strength-edition-008-vintage-2005,할인중
格蘭花格 紅門窖藏原酒系列 2007,3190.0,3800.0,47.9489,152957,390885,325737,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-紅門窖藏原酒系列-2007-glenfarclas-warehouse-select-cask-strength-edition-006-vintage-2007,할인중
格蘭花格 紅門窖藏原酒系列 2012,2100.0,2500.0,47.9489,100693,257323,214436,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-紅門窖藏原酒系列-2012-glenfarclas-warehouse-select-cask-strength-edition-007-vintage-2012,할인중
艾倫 雪莉桶,1470.0,2300.0,47.9489,70485,180126,150105,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/arran-sherry-cask-single-malt-scotch-wisky,할인중
波摩 25年,16900.0,19600.0,47.9489,810336,2070830,1725692,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12406-1,할인중
帝王 12年,578.0,630.0,47.9489,27714,70824,59020,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝王-12年-dewars-12y,할인중
山蹄士 泥煤原酒 單一麥芽威士忌 (700ml),2430.0,2700.0,47.9489,116516,297759,248132,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/山蹄氏-泥煤原酒-單一麥芽威士忌-santis-malt-swiss-alpine-whisky-appenzeller-single-malt,할인중
