위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
수록시그니쳐 챕터1 700ml,케이전통주,56.39200000000001,47.0,100.7,106.0,5.0,34,0,0.0,0,N,1224:한국술,5717343,955331000001,https://www.shilladfs.com/estore/kr/ko/p/5717343
화요41청사에디션 750ml,케이전통주,19.152000000000005,47.0,34.2,36.0,5.0,122,3,10.0,0,N,1224:한국술,5717211,955331000008,https://www.shilladfs.com/estore/kr/ko/p/5717211
화요200 3종3호 200ml*3,케이전통주,30.856000000000005,47.0,55.1,58.0,5.0,41,0,0.0,6,Y,1224:한국술,5717209,955331000004,https://www.shilladfs.com/estore/kr/ko/p/5717209
BALVENIE LIQU Balvenie 40 Y3 700ml,발베니,7054.6,30.0,7054.6,10078.0,30.0,35,0,0.0,2,Y,1220:싱글몰트 위스키,5753467,112231000041,https://www.shilladfs.com/estore/kr/ko/p/5753467
펜폴즈 빈 51 에덴 밸리 리슬링 2023 750ml,펜폴즈,29.3265,40.0,46.55,49.0,5.0,11,0,0.0,0,N,1221:와인/샴페인,5661341,195231000056,https://www.shilladfs.com/estore/kr/ko/p/5661341
윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml,WILDERNESS TRAIL,24.2,56.0,24.2,55.0,56.0,9,0,0.0,6,Y,1211:블렌디드 위스키,5690486,256731000009,https://www.shilladfs.com/estore/kr/ko/p/5690486
윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml,WILDERNESS TRAIL,22.0,56.0,22.0,50.0,56.0,11,0,0.0,6,Y,1211:블렌디드 위스키,5690487,256731000010,https://www.shilladfs.com/estore/kr/ko/p/5690487
윌더니스 트레일 켄터키 스트레이트 라이 750ml,WILDERNESS TRAIL,25.175,50.0,47.5,50.0,5.0,3,0,0.0,6,Y,1211:블렌디드 위스키,5690488,256731000011,https://www.shilladfs.com/estore/kr/ko/p/5690488
고든앤맥패일 코노세어초이스 토민타울 2001 22년 700ml,고든 앤 맥패일,311.144,15.0,349.6,368.0,5.0,21,0,0.0,0,N,1220:싱글몰트 위스키,5724903,115431000190,https://www.shilladfs.com/estore/kr/ko/p/5724903
고든앤맥패일 코노세어초이스 스트라스밀 2008 14년 700ml,고든 앤 맥패일,153.748,35.0,226.1,238.0,5.0,31,0,0.0,0,N,1220:싱글몰트 위스키,5724902,115431000194,https://www.shilladfs.com/estore/kr/ko/p/5724902
고든앤맥패일 코노세어초이스 글렌버기 1995 27년 700ml,고든 앤 맥패일,376.618,35.0,553.85,583.0,5.0,55,0,0.0,0,N,1220:싱글몰트 위스키,5724907,115431000196,https://www.shilladfs.com/estore/kr/ko/p/5724907
페닐로페 포그레인 750ml,페닐로페,19.6,60.0,19.6,49.0,60.0,17,0,0.0,6,Y,1227:기타 주류,5713294,287531000004,https://www.shilladfs.com/estore/kr/ko/p/5713294
로얄살루트 62년 건 살루트 컬렉선 더 오리지널 리저브 700ml,로얄살루트,2106.3,30.0,2106.3,3009.0,30.0,50,0,0.0,6,Y,1211:블렌디드 위스키,5739769,110231000036,https://www.shilladfs.com/estore/kr/ko/p/5739769
로얄살루트 62년 건 살루트 컬렉션 더 피티드 리저브 700ml,로얄살루트,2340.8,30.0,2340.8,3344.0,30.0,36,0,0.0,2,Y,1211:블렌디드 위스키,5739770,110231000038,https://www.shilladfs.com/estore/kr/ko/p/5739770
The Lakes Equinox 700ml,더 레이크,76.228,35.0,112.1,118.0,5.0,13,0,0.0,6,Y,1220:싱글몰트 위스키,5690687,268331000069,https://www.shilladfs.com/estore/kr/ko/p/5690687
The Lakes Kairos 700ml,더 레이크,49.5,55.0,49.5,110.0,55.0,12,0,0.0,6,Y,1220:싱글몰트 위스키,5690686,268331000068,https://www.shilladfs.com/estore/kr/ko/p/5690686
The Lakes Reserve No.7 700ml,더 레이크,72.99799999999999,35.0,107.35,113.0,5.0,27,0,0.0,0,N,1220:싱글몰트 위스키,5690685,268331000066,https://www.shilladfs.com/estore/kr/ko/p/5690685
헤네시 돔페리뇽 빈티지 2015 750ML,돔 페리뇽,,,198.0,220.0,10.0,782,1,8.0,0,N,1221:와인/샴페인,5667223,108931000093,https://www.shilladfs.com/estore/kr/ko/p/5667223
아르망 드 브리냑 브룻 골드 750ml,아르망 드 브리냑,,,232.0,290.0,20.0,170,0,0.0,0,N,1221:와인/샴페인,5713336,108931000120,https://www.shilladfs.com/estore/kr/ko/p/5713336
클라우디 베이 소비뇽 블랑 750ml,클라우디 베이,,,24.75,33.0,25.0,221,1,10.0,0,N,1221:와인/샴페인,5713335,108931000112,https://www.shilladfs.com/estore/kr/ko/p/5713335
모엣 샹동 로제 임페리얼 750ml,모엣 샹동,,,45.75,61.0,25.0,163,0,0.0,0,N,1221:와인/샴페인,5713334,108931000107,https://www.shilladfs.com/estore/kr/ko/p/5713334
아드벡 우거다일 700ml,아드벡,,,68.25,91.0,25.0,301,0,0.0,0,N,1220:싱글몰트 위스키,5713333,108631000058,https://www.shilladfs.com/estore/kr/ko/p/5713333
헤네시 XO 3000ml,헤네시,,,835.25,1285.0,35.0,13,0,0.0,5,Y,1213:꼬냑,5069984,086931000038,https://www.shilladfs.com/estore/kr/ko/p/5069984
GLENSCOT LIQU 2016 Exclusive Cask 700ml,글렌 스코시아,63.00000000000001,50.0,112.5,125.0,10.0,177,3,10.0,0,N,1220:싱글몰트 위스키,5712162,265131000005,https://www.shilladfs.com/estore/kr/ko/p/5712162
글렌모레이 럼 아그리꼴 700ml,글렌모레이,69.9865,50.0,132.05,139.0,5.0,3,0,0.0,6,Y,1220:싱글몰트 위스키,5707055,249031000012,https://www.shilladfs.com/estore/kr/ko/p/5707055
글렌모레이 슈냉 블랑 700ml,글렌모레이,59.77,57.0,59.77,139.0,57.0,8,0,0.0,6,Y,1220:싱글몰트 위스키,5707056,249031000013,https://www.shilladfs.com/estore/kr/ko/p/5707056
파이퍼하이직 에센셜 바이 탄산바 750ml,와인나라,57.6,10.0,57.6,64.0,10.0,66,0,0.0,0,N,1221:와인/샴페인,5691202,115431000189,https://www.shilladfs.com/estore/kr/ko/p/5691202
라가불린 10년 700ml,라가불린,52.7345,42.0,86.45,91.0,5.0,38,0,0.0,0,N,1220:싱글몰트 위스키,5704238,111131000033,https://www.shilladfs.com/estore/kr/ko/p/5704238
Clase Azul Mezcal Guerrero 750,클라세 아줄,285.722,31.0,391.4,412.0,5.0,107,0,0.0,6,Y,1226:스피릿,5672622,282931000007,https://www.shilladfs.com/estore/kr/ko/p/5672622
Clase Azul Mezcal Durango 750,클라세 아줄,328.77599999999995,20.0,391.4,412.0,5.0,81,0,0.0,6,Y,1226:스피릿,5672620,282931000006,https://www.shilladfs.com/estore/kr/ko/p/5672620
폴리냑 EXTRA 70cl,폴리냑,206.19000000000003,48.0,355.5,395.0,10.0,17,0,0.0,0,N,1213:꼬냑,5696951,109431000005,https://www.shilladfs.com/estore/kr/ko/p/5696951
사득주 지혜 10년 52% 500ml,사득주,71.22149999999999,40.0,113.05,119.0,5.0,30,0,0.0,0,N,1216:중국술,5697035,067631000055,https://www.shilladfs.com/estore/kr/ko/p/5697035
양허 몽지람 뱀 52% 550ml,양허,79.23,43.0,79.23,139.0,43.0,126,0,0.0,0,N,1216:중국술,5696950,067631000074,https://www.shilladfs.com/estore/kr/ko/p/5696950
아드모어 트리플 우드 1000ml,아드모어,58.8,30.0,58.8,84.0,30.0,7,0,0.0,6,Y,1220:싱글몰트 위스키,5642385,114231000058,https://www.shilladfs.com/estore/kr/ko/p/5642385
고든앤맥패일 코노세어초이스 쿨일라 2006 17년 700ml,고든 앤 맥패일,216.0,20.0,216.0,270.0,20.0,53,0,0.0,0,N,1220:싱글몰트 위스키,5677236,115431000186,https://www.shilladfs.com/estore/kr/ko/p/5677236
고든앤맥패일 코노세어초이스 탐나불린 2007 14년 700ml,고든 앤 맥패일,133.72199999999998,35.0,196.65,207.0,5.0,46,0,0.0,0,N,1220:싱글몰트 위스키,5677234,115431000185,https://www.shilladfs.com/estore/kr/ko/p/5677234
고든앤맥패일 코노세어초이스 쿨일라 사시까이아 2010 12년 700ml,고든 앤 맥패일,132.42999999999998,35.0,194.75,205.0,5.0,111,0,0.0,0,N,1220:싱글몰트 위스키,5677233,115431000184,https://www.shilladfs.com/estore/kr/ko/p/5677233
고든앤맥패일 코노세어초이스 글렌토커스 2007 15년 700ml,고든 앤 맥패일,133.72199999999998,35.0,196.65,207.0,5.0,75,0,0.0,0,N,1220:싱글몰트 위스키,5677232,115431000183,https://www.shilladfs.com/estore/kr/ko/p/5677232
고든앤맥패일 코노세어초이스 올트모어 세인트조셉 2009 13년 700ml,고든 앤 맥패일,122.85,35.0,122.85,189.0,35.0,29,1,10.0,0,N,1220:싱글몰트 위스키,5677223,115431000182,https://www.shilladfs.com/estore/kr/ko/p/5677223
고든앤맥패일 디스틸러리 몰트락 15년 700ml,고든 앤 맥패일,96.254,35.0,141.55,149.0,5.0,35,0,0.0,0,N,1220:싱글몰트 위스키,5677231,115431000181,https://www.shilladfs.com/estore/kr/ko/p/5677231
고든앤맥패일 디스커버리 토마틴 2011 12년 700ml,고든 앤 맥패일,53.61799999999999,35.0,78.85,83.0,5.0,19,0,0.0,0,N,1220:싱글몰트 위스키,5677226,115431000174,https://www.shilladfs.com/estore/kr/ko/p/5677226
고든앤맥패일 디스커버리 글렌로티스 11년 700ml,고든 앤 맥패일,53.61799999999999,35.0,78.85,83.0,5.0,27,0,0.0,0,N,1220:싱글몰트 위스키,5677225,115431000172,https://www.shilladfs.com/estore/kr/ko/p/5677225
분주 죽엽청 20년 500ml,분주,53.61799999999999,35.0,78.85,83.0,5.0,34,0,0.0,0,N,1216:중국술,5673451,067631000072,https://www.shilladfs.com/estore/kr/ko/p/5673451
샤또 팔머 2012 750ml,샤토 팔머,446.31,15.0,495.9,522.0,5.0,71,0,0.0,6,Y,1221:와인/샴페인,5599685,287231000003,https://www.shilladfs.com/estore/kr/ko/p/5599685
샤또 딸보 2019 750ml,샤토 딸보,70.965,15.0,78.85,83.0,5.0,346,0,0.0,0,N,1221:와인/샴페인,5599686,287231000004,https://www.shilladfs.com/estore/kr/ko/p/5599686
샤또 퐁테 카네 2017 750ml,샤토 퐁테 카네 ,114.589,30.0,154.85,163.0,5.0,123,2,9.0,0,N,1221:와인/샴페인,5599687,287231000007,https://www.shilladfs.com/estore/kr/ko/p/5599687
샤또 몽로즈 2011 750ml,샤토 몽로즈 ,159.8565,25.0,202.35,213.0,5.0,97,1,8.0,0,N,1221:와인/샴페인,5599681,287231000009,https://www.shilladfs.com/estore/kr/ko/p/5599681
지오반니 로쏘 바롤로 체레타 750ml,지오반니 로쏘,53.959999999999994,33.0,76.0,80.0,5.0,42,0,0.0,0,N,1221:와인/샴페인,5599689,287231000011,https://www.shilladfs.com/estore/kr/ko/p/5599689
오퍼스 원 2018 750ml,오퍼스 원,428.12699999999995,30.0,578.55,609.0,5.0,292,0,0.0,0,N,1221:와인/샴페인,5599682,287231000012,https://www.shilladfs.com/estore/kr/ko/p/5599682
오퍼스 원 2019 750ml,오퍼스 원,518.32,16.0,589.0,620.0,5.0,140,0,0.0,0,N,1221:와인/샴페인,5599683,287231000013,https://www.shilladfs.com/estore/kr/ko/p/5599683
세냐 2009 750ml,세냐,158.175,15.0,175.75,185.0,5.0,85,0,0.0,0,N,1221:와인/샴페인,5599690,287231000014,https://www.shilladfs.com/estore/kr/ko/p/5599690
샤또 달마이약 뽀이약 2017 750ml,샤토 달마이약,63.30799999999999,35.0,93.1,98.0,5.0,76,0,0.0,0,N,1221:와인/샴페인,5600331,287231000015,https://www.shilladfs.com/estore/kr/ko/p/5600331
노주노교 자사대곡 52% 500ml,국교1573,31.8,40.0,31.8,53.0,40.0,109,0,0.0,0,N,1216:중국술,5669636,284531000001,https://www.shilladfs.com/estore/kr/ko/p/5669636
백년노주노교 교령 60년 52% 500ml,국교1573,36.0,40.0,36.0,60.0,40.0,87,0,0.0,0,N,1216:중국술,5669471,284531000002,https://www.shilladfs.com/estore/kr/ko/p/5669471
분주 죽엽청 30년 500ml,분주,84.62599999999999,35.0,124.45,131.0,5.0,71,0,0.0,0,N,1216:중국술,5673666,067631000073,https://www.shilladfs.com/estore/kr/ko/p/5673666
메이커스 마크 46 1000ml,메이커스마크,33.734500000000004,50.0,63.65,67.0,5.0,62,0,0.0,0,N,1220:싱글몰트 위스키,5592649,109831000035,https://www.shilladfs.com/estore/kr/ko/p/5592649
LXIII The Drop Leather (Red) 10ml,루이13,230.3,30.0,230.3,329.0,30.0,13,0,0.0,3,Y,1213:꼬냑,5386812,085131000079,https://www.shilladfs.com/estore/kr/ko/p/5386812
LXIII The Drop Leather (Gold) 10ml,루이13,230.3,30.0,230.3,329.0,30.0,12,0,0.0,4,Y,1213:꼬냑,5386815,085131000080,https://www.shilladfs.com/estore/kr/ko/p/5386815
헤네시 VSOP 350ML,헤네시,,,29.25,39.0,25.0,44,0,0.0,0,N,1213:꼬냑,5070295,086931000031,https://www.shilladfs.com/estore/kr/ko/p/5070295
헤네시 마스터 블렌더스 500ML,헤네시,,,64.0,80.0,20.0,18,0,0.0,0,N,1213:꼬냑,5667328,086931000065,https://www.shilladfs.com/estore/kr/ko/p/5667328
부샤 페레 필스 쥬브레 샹베르땅 2019 750ML,부샤,51.67999999999999,35.0,76.0,80.0,5.0,56,0,0.0,0,N,1221:와인/샴페인,5586791,268331000059,https://www.shilladfs.com/estore/kr/ko/p/5586791
리카드 1000ml,제임슨,11.66,47.0,11.66,22.0,47.0,6,0,0.0,6,Y,1227:기타 주류,5661610,110531000004,https://www.shilladfs.com/estore/kr/ko/p/5661610
제임슨 블랙배럴 1000ml,제임슨,30.68,48.0,30.68,59.0,48.0,11,0,0.0,6,Y,1227:기타 주류,5661456,110531000006,https://www.shilladfs.com/estore/kr/ko/p/5661456
마텔 노블리지 1000ml,마텔,71.22149999999999,40.0,113.05,119.0,5.0,22,0,0.0,4,Y,1213:꼬냑,5582448,110631000043,https://www.shilladfs.com/estore/kr/ko/p/5582448
마텔 노블리지 느아르 1000ml,마텔,81.39599999999999,40.0,129.2,136.0,5.0,15,0,0.0,0,N,1213:꼬냑,5582381,110631000042,https://www.shilladfs.com/estore/kr/ko/p/5582381
닷사이 비욘드 720ml,닷사이,,,399.0,399.0,0.0,49,0,0.0,6,Y,1227:기타 주류,5658633,282631000003,https://www.shilladfs.com/estore/kr/ko/p/5658633
달모어 컨스텔레이션 1976년 700ml,달모어,,,20995.0,22100.0,5.0,28,0,0.0,1,Y,1220:싱글몰트 위스키,5653826,114431000031,https://www.shilladfs.com/estore/kr/ko/p/5653826
달모어 캐스크 큐레이션 시리즈 – 포트 에디션 700ml * 3,달모어,,,42227.5,44450.0,5.0,16,0,0.0,1,Y,1220:싱글몰트 위스키,5652877,114431000115,https://www.shilladfs.com/estore/kr/ko/p/5652877
카사미고스 레포사도 1000ml,돈훌리오,52.8,47.0,60.0,100.0,40.0,16,0,0.0,6,Y,1226:스피릿,5645439,254931000007,https://www.shilladfs.com/estore/kr/ko/p/5645439
카사미고스 아네호 1000ml,돈훌리오,52.17,53.0,52.17,111.0,53.0,24,0,0.0,6,Y,1226:스피릿,5645206,254931000005,https://www.shilladfs.com/estore/kr/ko/p/5645206
글렌글라사 12yo 700ml,GLENGLASSAUGH,34.71300000000001,45.0,59.85,63.0,5.0,63,0,0.0,6,Y,1220:싱글몰트 위스키,5534638,114931000061,https://www.shilladfs.com/estore/kr/ko/p/5534638
애플브랜디 선물세트 750ml,댄싱사이더,19.513,25.0,24.7,26.0,5.0,27,0,0.0,5,Y,1224:한국술,5596453,946631000007,https://www.shilladfs.com/estore/kr/ko/p/5596453
오크스피릿 375ml,댄싱사이더,9.18,46.0,9.18,17.0,46.0,12,0,0.0,6,Y,1224:한국술,5596452,946631000006,https://www.shilladfs.com/estore/kr/ko/p/5596452
애플스피릿 375ml,댄싱사이더,7.505000000000001,25.0,9.5,10.0,5.0,15,0,0.0,6,Y,1224:한국술,5596451,946631000005,https://www.shilladfs.com/estore/kr/ko/p/5596451
애플 상그리아 750ml,댄싱사이더,9.006,25.0,11.4,12.0,5.0,13,0,0.0,2,Y,1224:한국술,5596455,946631000003,https://www.shilladfs.com/estore/kr/ko/p/5596455
요새로제 750ml,댄싱사이더,9.006,25.0,11.4,12.0,5.0,11,0,0.0,6,Y,1224:한국술,5596454,946631000001,https://www.shilladfs.com/estore/kr/ko/p/5596454
더 글렌리벳 Grounbreaker Collection 700ml,글렌리벳,55.10000000000001,45.0,95.0,100.0,5.0,24,0,0.0,6,Y,1220:싱글몰트 위스키,5615677,110431000031,https://www.shilladfs.com/estore/kr/ko/p/5615677
더 글렌리벳 Caskmakers 700ml,글렌리벳,69.597,30.0,94.05,99.0,5.0,23,0,0.0,0,N,1220:싱글몰트 위스키,5615676,110431000030,https://www.shilladfs.com/estore/kr/ko/p/5615676
레미 마르탱 루이 13세 1500ml,루이13,6230.0,30.0,6230.0,8900.0,30.0,5,0,0.0,6,Y,1213:꼬냑,5070385,085131000017,https://www.shilladfs.com/estore/kr/ko/p/5070385
브룩라디 블랙아트 11 700ml,브룩라디,,,337.5,450.0,25.0,437,1,4.0,0,N,1220:싱글몰트 위스키,5610610,085131000085,https://www.shilladfs.com/estore/kr/ko/p/5610610
크루즈 포트 40년 750ml,와인나라,85.05,43.0,135.0,150.0,10.0,29,0,0.0,0,N,1221:와인/샴페인,5592520,274231000023,https://www.shilladfs.com/estore/kr/ko/p/5592520
크루즈 포트 30년 750ml,와인나라,56.7,43.0,90.0,100.0,10.0,23,0,0.0,0,N,1221:와인/샴페인,5591611,274231000022,https://www.shilladfs.com/estore/kr/ko/p/5591611
페랑 리저브 코냑 700ml,와인나라,54.5,50.0,54.5,109.0,50.0,9,0,0.0,6,Y,1213:꼬냑,5591617,274231000017,https://www.shilladfs.com/estore/kr/ko/p/5591617
페랑 암브레 코냑 700ml,와인나라,29.28,52.0,29.28,61.0,52.0,6,0,0.0,6,Y,1213:꼬냑,5591608,274231000016,https://www.shilladfs.com/estore/kr/ko/p/5591608
페랑 10 제너레이션 500ml,와인나라,26.901,45.0,44.1,49.0,10.0,15,0,0.0,0,N,1213:꼬냑,5591616,274231000015,https://www.shilladfs.com/estore/kr/ko/p/5591616
브렌 10YO 700ml,와인나라,68.625,45.0,112.5,125.0,10.0,2,0,0.0,5,Y,1220:싱글몰트 위스키,5591605,274231000010,https://www.shilladfs.com/estore/kr/ko/p/5591605
와일드터키 마스터스 킵 언포가튼 750ml,와일드터키,126.0,10.0,126.0,140.0,10.0,368,1,10.0,0,N,1211:블렌디드 위스키,5605263,257231000007,https://www.shilladfs.com/estore/kr/ko/p/5605263
샤또 퐁테 카네 2015 750ml,샤토 퐁테 카네 ,130.055,30.0,175.75,185.0,5.0,183,0,0.0,0,N,1221:와인/샴페인,5599679,287231000006,https://www.shilladfs.com/estore/kr/ko/p/5599679
1865 보이저 70년산 바인 750ml,1865 와인,46.683,40.0,74.1,78.0,5.0,62,0,0.0,6,Y,1221:와인/샴페인,5594809,281231000003,https://www.shilladfs.com/estore/kr/ko/p/5594809
후소네 그란 레세르바 2020 750ml,와인나라,15.466,30.0,20.9,22.0,5.0,10,0,0.0,6,Y,1221:와인/샴페인,5593758,115431000163,https://www.shilladfs.com/estore/kr/ko/p/5593758
파이퍼 하이직 레어 로제 2014 750ml,와인나라,308.02799999999996,20.0,366.7,386.0,5.0,109,0,0.0,0,N,1221:와인/샴페인,5593827,115431000157,https://www.shilladfs.com/estore/kr/ko/p/5593827
펜폴즈 빈 389 카베르네 쉬라즈 2022 750ml,펜폴즈,73.4825,38.0,113.05,119.0,5.0,48,0,0.0,0,N,1221:와인/샴페인,5525784,195231000053,https://www.shilladfs.com/estore/kr/ko/p/5525784
더 페데럴리스트 어니스트 레드 블렌드 2021 750ml,와인나라,16.511,25.0,20.9,22.0,5.0,15,0,0.0,6,Y,1221:Wine & Champagne,5593821,115431000147,https://www.shilladfs.com/estore/kr/ko/p/5593821
프리마크 아비 샤르도네 2022 750ml,와인나라,41.2775,25.0,52.25,55.0,5.0,29,0,0.0,0,N,1221:와인/샴페인,5593518,115431000144,https://www.shilladfs.com/estore/kr/ko/p/5593518
노빌리티 비달 아이스 와인 2019 375ml ,와인나라,15.959999999999999,20.0,19.0,20.0,5.0,27,0,0.0,0,N,1221:와인/샴페인,5593512,115431000138,https://www.shilladfs.com/estore/kr/ko/p/5593512
바디아 아 파시냐노 키안티 그란 셀레찌오네 2021 750ml,와인나라,55.86,20.0,66.5,70.0,5.0,55,0,0.0,6,Y,1221:와인/샴페인,5593511,115431000137,https://www.shilladfs.com/estore/kr/ko/p/5593511
파이퍼 하이직 로제 소바쥬 브뤼 750ml,와인나라,35.529999999999994,35.0,52.25,55.0,5.0,76,0,0.0,0,N,1221:와인/샴페인,5593497,115431000127,https://www.shilladfs.com/estore/kr/ko/p/5593497
샴페인 팔머 브뤼 리저브 750ml,와인나라,48.678,20.0,57.95,61.0,5.0,26,0,0.0,0,N,1221:와인/샴페인,5593503,115431000133,https://www.shilladfs.com/estore/kr/ko/p/5593503
와일드무어 30년 트로피칼 코스트 700ml,와일드무어,250.648,35.0,368.6,388.0,5.0,91,0,0.0,6,Y,1211:블렌디드 위스키,5399822,279331000003,https://www.shilladfs.com/estore/kr/ko/p/5399822
와일드무어 40년 블랙 마운틴 700ml,와일드무어,648.0,28.0,648.0,900.0,28.0,65,0,0.0,6,Y,1211:블렌디드 위스키,5582447,279331000001,https://www.shilladfs.com/estore/kr/ko/p/5582447
수정방 웰베이 500ml,수정방,77.691,45.0,133.95,141.0,5.0,304,2,10.0,0,N,1216:중국술,5581554,111331000020,https://www.shilladfs.com/estore/kr/ko/p/5581554
산토리 하쿠 보드카 1000ml,산토리,25.194000000000003,51.0,48.45,51.0,5.0,12,0,0.0,0,N,1226:스피릿,5549143,114131000043,https://www.shilladfs.com/estore/kr/ko/p/5549143
귀주 마오타이 이백 에디션 53% 375ml,까뮤 마오타이,303.16,48.0,303.16,583.0,48.0,31,0,0.0,6,Y,1216:중국술,5575760,114631000009,https://www.shilladfs.com/estore/kr/ko/p/5575760
귀주 마오타이 두보 에디션 53% 375ml,까뮤 마오타이,310.15600000000006,47.0,553.85,583.0,5.0,33,0,0.0,6,Y,1216:중국술,5575761,114631000008,https://www.shilladfs.com/estore/kr/ko/p/5575761
토브렉 우드커터스 2023 750ml,토브렉,13.775000000000002,45.0,23.75,25.0,5.0,52,1,10.0,0,N,1221:와인/샴페인,5523028,284831000005,https://www.shilladfs.com/estore/kr/ko/p/5523028
토브렉 런릭 2021 750ml,토브렉,159.23900000000003,45.0,274.55,289.0,5.0,182,0,0.0,0,N,1221:와인/샴페인,5523025,284831000001,https://www.shilladfs.com/estore/kr/ko/p/5523025
펜폴즈 샴페인 뀌베 브뤼 750ml,펜폴즈,53.80800000000001,44.0,91.2,96.0,5.0,36,0,0.0,6,Y,1221:와인/샴페인,5525780,195231000049,https://www.shilladfs.com/estore/kr/ko/p/5525780
잭다니엘 골드 700ml,잭다니엘,48.51,51.0,48.51,99.0,51.0,95,0,0.0,6,Y,1211:블렌디드 위스키,3331541,114931000007,https://www.shilladfs.com/estore/kr/ko/p/3331541
그레이구스 오리지널 트윈팩 1000ml * 2,그레이 구스,61.047000000000004,40.0,96.9,102.0,5.0,4,0,0.0,0,N,1226:스피릿,5445943,113231000030,https://www.shilladfs.com/estore/kr/ko/p/5445943
그레이구스 오리지널 1000ml,그레이 구스,32.391,45.0,53.1,59.0,10.0,13,0,0.0,6,Y,1226:스피릿,3331542,113231000010,https://www.shilladfs.com/estore/kr/ko/p/3331542
듀어스 25년 750ml,듀어스,154.7595,57.0,303.45,357.0,15.0,117,1,10.0,0,N,1211:블렌디드 위스키,5268253,113531000022,https://www.shilladfs.com/estore/kr/ko/p/5268253
NEW 올트모어 21년 (깔바도스) 500ml,올트모어,103.97750000000002,48.0,189.05,199.0,5.0,226,0,0.0,0,N,1220:싱글몰트 위스키,5560834,113531000086,https://www.shilladfs.com/estore/kr/ko/p/5560834
로얄 브라클라 25년 700ml,로얄브라클라,540.0,40.0,540.0,900.0,40.0,438,1,10.0,6,Y,1220:싱글몰트 위스키,5560830,113531000081,https://www.shilladfs.com/estore/kr/ko/p/5560830
파쿤도 PARAISO 700ml,바카디,263.625,30.0,356.25,375.0,5.0,27,0,0.0,6,Y,1226:스피릿,5560829,113431000041,https://www.shilladfs.com/estore/kr/ko/p/5560829
크라이겔라키 33년 700ml,듀어스,1262.4,60.0,1262.4,3156.0,60.0,7,0,0.0,0,N,1220:싱글몰트 위스키,5560827,113531000036,https://www.shilladfs.com/estore/kr/ko/p/5560827
크라이겔라키 13년 1000ml,크라이겔라키,46.284000000000006,45.0,79.8,84.0,5.0,50,1,10.0,6,Y,1220:싱글몰트 위스키,5560825,113531000021,https://www.shilladfs.com/estore/kr/ko/p/5560825
마티니 로쏘 1000ml,바카디,11.950999999999999,30.0,16.15,17.0,5.0,5,0,0.0,0,N,1226:스피릿,5560824,113431000019,https://www.shilladfs.com/estore/kr/ko/p/5560824
마티니 프로세코 750ml,바카디,14.06,30.0,19.0,20.0,5.0,3,0,0.0,0,N,1221:와인/샴페인,5560823,113431000018,https://www.shilladfs.com/estore/kr/ko/p/5560823
토카이 아수 5 푸토뇨스 2017 500ml,비네센코리아,48.5,50.0,48.5,97.0,50.0,70,0,0.0,6,Y,1221:와인/샴페인,5552055,272731000036,https://www.shilladfs.com/estore/kr/ko/p/5552055
부르고뉴 마콩 빌라쥐 2020 750ml,비네센코리아,36.5,50.0,36.5,73.0,50.0,34,0,0.0,0,N,1221:와인/샴페인,5552054,272731000031,https://www.shilladfs.com/estore/kr/ko/p/5552054
